Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Temps,Score
Mettre en œuvre une politique sécheresse,"Création d’une ligne budgétaire dédiée à l’adaptation, couvrant diagnostics, travaux prioritaires et entretien renforcé. Les dépenses sont planifiées avant les dommages, ce qui évite des réparations urgentes plus coûteuses après un aléa climatique.",Stress Hydrique,Organisationnelles,OPEX majoritaire > eau,50 000 €,2,Moyen terme,7
Créer un comité stratégique d’adaptation,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Tous aléas climatiques étudiés,Organisationnelles,Capital humain,30 000 €,1,Moyen terme,4
Dimensionner les moyens humains et financiers de l’adaptation,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Tous aléas climatiques étudiés; Fortes pluies; Inondation fluviale; Inondation nappe; Inondation pluie; Modif T° air; RGA; Stress Hydrique; Chaleur extrême; Tempêtes; Vague de chaleur; Vague de gel,Financières,Capital humain,15 000 €,1,Moyen terme,0
Créer des îlots de fraîcheur modulaires,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Chaleur extrême; Vague de chaleur; Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Communiquer sur les nouveaux risques climatiques et les gestes préventifs,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Chaleur extrême; Vague de chaleur; Fortes pluies; Inondation pluie; RGA; Stress Hydrique; Tempêtes; Vague de gel; Feux de forêt,Ressources humaines,Capital humain,50 000 €,2,Moyen terme,7
Promouvoir l’agroforesterie dans le monde agricole,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Stress Hydrique; Chaleur extrême; Vague de chaleur; Modif T° air,Fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Intégrer le risque climatique dans le plan communal de sauvegarde et les PCA des entreprises,"Installation d’ouvrants sécurisés, de brasseurs d’air et de protections solaires extérieures dans les salles les plus exposées. Les locaux restent utilisables plus longtemps pendant les pics de chaleur, avec moins de dépendance à la climatisation.",Inondation fluviale; Inondation pluie; Inondation nappe; Fortes pluies; Tempêtes; RGA,Organisationnelles,Capital humain,30 000 €,1,Moyen terme,0
Végétaliser les espaces publics,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Chaleur extrême; Vague de chaleur; Fortes pluies; Inondation pluie; Stress Hydrique; Modif T° air,Fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Végétaliser les cours d’école et adopter des réflexes forte chaleur,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Chaleur extrême; Vague de chaleur; Modif T° air; Fortes pluies; Inondation pluie,Fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Aménager les horaires d’ouverture des lieux de fraîcheur en canicule,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Chaleur extrême; Vague de chaleur,Ressources humaines,OPEX main d’œuvre,250 000 €,10,Long terme,0
Requalifier une rue minéralisée en espace végétalisé et multimodal,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Chaleur extrême; Vague de chaleur; Modif T° air; Fortes pluies; Inondation pluie,Fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Mobiliser la mémoire collective des catastrophes,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Fortes pluies; Inondation fluviale; Inondation pluie; Chaleur extrême; Vague de chaleur; RGA; Tempêtes,Organisationnelles,Capital humain,30 000 €,1,Moyen terme,4
Améliorer la ventilation et le rafraîchissement passif,"Session annuelle pour les équipes, agents d’accueil et responsables de site, avec consignes canicule, conduite à tenir en cas d’inondation et exercices pratiques. Les personnes concernées reconnaissent les signaux d’alerte et réagissent plus vite.",Fortes pluies; Inondation fluviale; Inondation nappe; Inondation pluie; Modif T° air; RGA; Stress Hydrique; Chaleur extrême; Tempêtes; Vague de chaleur; Vague de gel,Organisationnelles,Capital humain,50 000 €,2,Moyen terme,0
Mobiliser les aides et subventions pour financer l’adaptation,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes pluies et inondations menacent la continuité des activités.",Fortes pluies; Inondation pluie; Inondation fluviale; Stress Hydrique; Chaleur extrême; Vague de chaleur; RGA; Tempêtes; Modif T° air,Financières,Capital humain,50 000 €,2,Court terme,7
Structurer la stratégie d’adaptation climatique,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Fortes pluies; Inondation fluviale; Inondation nappe; Inondation pluie; Modif T° air; RGA; Stress Hydrique; Chaleur extrême; Tempêtes; Vague de chaleur; Vague de gel; Tous aléas climatiques,Organisationnelles,CAPEX majoritaire > court terme,30 000 €,1,Court terme,4
Cartographier les îlots de chaleur et les secteurs de ruissellement,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Chaleur extrême; Vague de chaleur; Fortes pluies; Inondation fluviale; Inondation pluie; RGA; Stress Hydrique; Modif T° air,Technique,Capital humain,250 000 €,10,Long terme,4
Mobiliser les financements et accompagnements disponibles,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Fortes pluies; Inondation fluviale; Inondation nappe; Inondation pluie; Modif T° air; RGA; Stress Hydrique; Chaleur extrême; Tempêtes; Vague de chaleur; Vague de gel; Tous aléas climatiques,Financières,Capital humain,15 000 €,1,Moyen terme,4
Investir dans un serveur de traitement de données climatiques,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Fortes pluies; Inondation fluviale; Inondation nappe; Inondation pluie; Modif T° air; RGA; Stress Hydrique; Chaleur extrême; Tempêtes; Vague de chaleur; Vague de gel,Technique,Capital humain,250 000 €,10,Court terme,0
Construire un plan d’action d’adaptation sans regret,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Fortes pluies; Inondation fluviale; Inondation pluie; Modif T° air; RGA; Stress Hydrique; Chaleur extrême; Tempêtes; Vague de chaleur; Vague de gel,Organisationnelles,Capital humain,50 000 €,2,Long terme,6
Mettre en place ou renforcer les plans canicule,"Installation d’un secours énergétique pour les équipements critiques, avec batteries, alimentation prioritaire et test semestriel. Les serveurs, laboratoires sensibles ou dispositifs de sécurité restent alimentés lors d’une coupure liée à une tempête ou une canicule.",Chaleur extrême; Vague de chaleur,Ressources humaines,OPEX majoritaire - main d’œuvre,250 000 €,10,Long terme,0
Créer des retenues d’eau adaptées,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Stress Hydrique; Chaleur extrême; Vague de chaleur,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Tester l’irrigation goutte-à-goutte enterrée et de surface,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Stress Hydrique; Chaleur extrême; Modif T° air,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,7
"Modifier les normes thermiques, de ventilation, d’urbanisme et de bâtiment","Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Chaleur extrême; Vague de chaleur; Modif T° air; Fortes pluies; Inondation pluie; RGA,Technique,Capital humain,250 000 €,10,Long terme,0
Adapter les cultures et les régimes alimentaires,"Création d’une ligne budgétaire dédiée à l’adaptation, couvrant diagnostics, travaux prioritaires et entretien renforcé. Les dépenses sont planifiées avant les dommages, ce qui évite des réparations urgentes plus coûteuses après un aléa climatique.",Stress Hydrique; Chaleur extrême; Modif T° air,Fondées sur la nature,Capital humain,80 000 €,3,Moyen terme,6
Protéger les personnes face aux fortes chaleurs,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Chaleur extrême; Vague de chaleur; Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
