Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Temps,Score
Mettre en place des prix internes de l’eau,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les sécheresse menacent la continuité des activités.",Stress Hydrique,Organisationnelles,OPEX majoritaire > eau,50 000 €,2,Moyen terme,0
Réaliser une pré-étude bibliographique sur le changement climatique local,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Fortes pluies; Inondation pluie; Stress Hydrique; Modif T° air,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Mettre en place des stations de lavage en boucle fermée,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les sécheresse perturbent le site.",Stress Hydrique,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Créer une Toile de l’eau industrielle,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les sécheresse perturbent le site.",Stress Hydrique; Tempêtes,Technique,Capital humain,50 000 €,2,Moyen terme,0
Réaliser un diagnostic global des risques climatiques,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Fortes pluies; Inondation fluviale; Inondation nappe; Inondation pluie; Modif T° air; RGA; Stress Hydrique; Chaleur extrême; Tempêtes; Vague de chaleur; Vague de gel,Organisationnelles,Section par défaut,30 000 €,1,Moyen terme,7
Mobiliser l’intelligence collective dans le diagnostic,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Tous aléas climatiques étudiés; Modif T° air; Chaleur extrême; Fortes pluies; Stress Hydrique,Organisationnelles,Capital humain,30 000 €,1,Moyen terme,7
Intégrer la robustesse climatique dans les investissements,"Création d’une ligne budgétaire dédiée à l’adaptation, couvrant diagnostics, travaux prioritaires et entretien renforcé. Les dépenses sont planifiées avant les dommages, ce qui évite des réparations urgentes plus coûteuses après un aléa climatique.",Inondation fluviale; Inondation pluie; Vague de chaleur; Chaleur extrême; Vague de gel,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Créer un outil interne de diagnostic de résilience des bâtiments,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Inondation fluviale; Inondation pluie; RGA; Vague de chaleur; Chaleur extrême; Vague de gel; Fortes pluies; Inondation nappe; Modif T° air; Stress Hydrique; Tempêtes,Technique,Section par défaut,250 000 €,10,Long terme,7
Analyser systématiquement l’exposition des actifs immobiliers,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Inondation fluviale; Inondation pluie; Fortes pluies; Tempêtes; Vague de chaleur; Chaleur extrême; RGA,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Rénover et isoler thermiquement les écoles et EHPAD,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême; Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Développer filières et achats responsables,"Session annuelle pour les équipes, agents d’accueil et responsables de site, avec consignes canicule, conduite à tenir en cas d’inondation et exercices pratiques. Les personnes concernées reconnaissent les signaux d’alerte et réagissent plus vite.",Stress Hydrique; Vague de chaleur; Chaleur extrême; Modif T° air; Fortes pluies; Tempêtes,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,10
Intégrer l’adaptation dans une démarche ISO 14001,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Fortes pluies; Inondation pluie; Vague de chaleur; Chaleur extrême; Tempêtes; Stress Hydrique; Modif T° air,Organisationnelles,Section par défaut,30 000 €,1,Moyen terme,0
Concevoir des parcs immobiliers résilients,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Fortes pluies; Inondation pluie; Vague de chaleur; Chaleur extrême; Tempêtes; Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Cartographier et prioriser les risques climatiques par branche d’activité,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Fortes pluies; Inondation pluie; Modif T° air; Stress Hydrique; Chaleur extrême; Tempêtes; Vague de chaleur; Vague de gel; Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,0
Formaliser une stratégie globale d’adaptation,"Inscription d’un point adaptation climatique à chaque comité stratégique, avec arbitrage budgétaire et suivi des obligations réglementaires. Les décisions d’investissement tiennent compte des conditions climatiques futures plutôt que du climat passé.",Tous aléas climatiques étudiés,Organisationnelles,Section par défaut,30 000 €,1,Moyen terme,10
Mettre en place une cartographie permanente des risques climatiques,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Vague de chaleur; Chaleur extrême; Inondation fluviale; Inondation pluie; Fortes pluies; Stress Hydrique; Tempêtes; Modif T° air; Vague de gel,Organisationnelles,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Mettre en œuvre des actions sans regret pour la santé et la qualité produit,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Vague de chaleur; Chaleur extrême; Tempêtes; Modif T° air; Tous aléas climatiques,Solutions fondées sur la nature,CAPEX majoritaire > court terme,250 000 €,10,Court terme,6
Créer une équipe dédiée à l’adaptation,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des tous aléas climatiques étudiés.",Tous aléas climatiques étudiés; Tous aléas climatiques,Humaines,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,0
Évaluer la stratégie avec une méthodologie dédiée,"Inscription d’un point adaptation climatique à chaque comité stratégique, avec arbitrage budgétaire et suivi des obligations réglementaires. Les décisions d’investissement tiennent compte des conditions climatiques futures plutôt que du climat passé.",Tous aléas climatiques étudiés,Organisationnelles,Section par défaut,30 000 €,1,Moyen terme,10
Adapter les sites vulnérables avec brumisateurs et filets UV,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême; RGA; Mouvements de terrain; Fortes pluies,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Mettre en œuvre une politique sécheresse,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les sécheresse menacent la continuité des activités.",Stress Hydrique,Organisationnelles,OPEX majoritaire > eau,50 000 €,2,Moyen terme,0
Créer un comité stratégique d’adaptation,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les tous aléas climatiques étudiés menacent la continuité des activités.",Tous aléas climatiques étudiés,Organisationnelles,Capital humain,30 000 €,1,Moyen terme,10
Dimensionner les moyens humains et financiers de l’adaptation,"Réservation d’un budget annuel pour les diagnostics, travaux prioritaires et réparations préventives. Les investissements sont déclenchés avant les dégâts majeurs liés aux fortes chaleurs, ce qui réduit les interruptions et les surcoûts.",Tous aléas climatiques étudiés; Fortes pluies; Inondation fluviale; Inondation nappe; Inondation pluie; Modif T° air; RGA; Stress Hydrique; Chaleur extrême; Tempêtes; Vague de chaleur; Vague de gel,Financières,Capital humain,15 000 €,1,Moyen terme,0
Créer des îlots de fraîcheur modulaires,"Plantation d’arbres d’ombrage, création de massifs végétalisés et choix d’essences capables de supporter le climat futur local. Les cheminements et façades exposés restent plus frais, ce qui réduit l’inconfort pendant les fortes chaleurs.",Chaleur extrême; Vague de chaleur; Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Communiquer sur les nouveaux risques climatiques et les gestes préventifs,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Chaleur extrême; Vague de chaleur; Fortes pluies; Inondation pluie; RGA; Stress Hydrique; Tempêtes; Vague de gel; Feux de forêt,Humaines,Capital humain,50 000 €,2,Moyen terme,0
